,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,RAIS - Divulgação: Novembro de 2022,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ano: 2021,,Brasil,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,UF,Município,Agropecuária,,,,Indústria,,,,Construção,,,,Comércio,,,,Serviços,5 - Comércio,,,Total,,,
,,,2020,2021,Vr Abs,Vr (%),2020,2021,Vr Abs,Vr (%),2020,2021,Vr Abs,Vr (%),2020,2021,Vr Abs,Vr (%),2020,2021,Vr Abs,Vr (%),2020,2021,Vr Abs,Vr (%)
,,,,,,,,,,,,,,,,,,,,,,,,,,
,RS,PORTO VERA CRUZ,7,8,1,14.29,0,0,0,#DIV/0!,1,1,0,0.00,18,23,5,27.78,110,131,21,19.09,136,163,27,19.85
,RS,PORTO XAVIER,31,31,0,0.00,51,72,21,41.18,26,22,-4,-15.38,389,423,34,8.74,827,893,66,7.98,"1,324","1,441",117,8.84
,RS,POUSO NOVO,38,35,-3,-7.89,29,42,13,44.83,0,0,0,#DIV/0!,34,36,2,5.88,161,208,47,29.19,262,321,59,22.52
,RS,PRESIDENTE LUCENA,5,8,3,60.00,"1,594","1,769",175,10.98,0,0,0,#DIV/0!,88,95,7,7.95,224,255,31,13.84,"1,911","2,127",216,11.30
,RS,PROGRESSO,6,4,-2,-33.33,118,106,-12,-10.17,9,13,4,44.44,87,102,15,17.24,422,464,42,9.95,642,689,47,7.32
,RS,PROTASIO ALVES,57,63,6,10.53,62,69,7,11.29,1,1,0,0.00,41,38,-3,-7.32,126,146,20,15.87,287,317,30,10.45
,RS,PUTINGA,19,17,-2,-10.53,289,288,-1,-0.35,0,3,3,#DIV/0!,51,55,4,7.84,241,252,11,4.56,600,615,15,2.50
,RS,QUARAI,574,574,0,0.00,89,111,22,24.72,16,9,-7,-43.75,"1,352","1,451",99,7.32,"1,079","1,281",202,18.72,"3,110","3,426",316,10.16
,RS,QUATRO IRMAOS,75,85,10,13.33,12,10,-2,-16.67,0,0,0,#DIV/0!,42,42,0,0.00,161,197,36,22.36,290,334,44,15.17
,RS,QUEVEDOS,80,97,17,21.25,8,6,-2,-25.00,0,0,0,#DIV/0!,42,46,4,9.52,196,198,2,1.02,326,347,21,6.44
,RS,QUINZE DE NOVEMBRO,55,59,4,7.27,94,157,63,67.02,9,9,0,0.00,222,248,26,11.71,272,307,35,12.87,652,780,128,19.63
,RS,REDENTORA,39,54,15,38.46,8,9,1,12.50,0,0,0,#DIV/0!,153,144,-9,-5.88,417,379,-38,-9.11,617,586,-31,-5.02
,RS,RELVADO,10,7,-3,-30.00,60,67,7,11.67,0,0,0,#DIV/0!,31,28,-3,-9.68,127,140,13,10.24,228,242,14,6.14
,RS,RESTINGA SECA,171,175,4,2.34,661,663,2,0.30,21,34,13,61.90,596,669,73,12.25,"1,129","1,183",54,4.78,"2,578","2,724",146,5.66
,RS,RIO DOS INDIOS,6,7,1,16.67,22,22,0,0.00,0,0,0,#DIV/0!,39,30,-9,-23.08,176,175,-1,-0.57,243,234,-9,-3.70
,RS,RIO GRANDE,865,919,54,6.24,"6,824","7,055",231,3.39,"1,883","1,013",-870,-46.20,"8,499","9,257",758,8.92,"24,487","25,898","1,411",5.76,"42,558","44,142","1,584",3.72
,RS,RIO PARDO,337,349,12,3.56,"1,865","1,646",-219,-11.74,54,91,37,68.52,"1,355","1,418",63,4.65,"1,813","1,897",84,4.63,"5,424","5,401",-23,-0.42
,RS,RIOZINHO,14,20,6,42.86,863,951,88,10.20,2,6,4,200.00,90,100,10,11.11,214,329,115,53.74,"1,183","1,406",223,18.85
,RS,ROCA SALES,64,65,1,1.56,"1,447","2,232",785,54.25,19,20,1,5.26,224,217,-7,-3.13,745,762,17,2.28,"2,499","3,296",797,31.89
,RS,RODEIO BONITO,220,256,36,16.36,228,225,-3,-1.32,32,39,7,21.88,350,357,7,2.00,556,579,23,4.14,"1,386","1,456",70,5.05
,RS,ROLADOR,28,30,2,7.14,0,0,0,#DIV/0!,0,0,0,#DIV/0!,26,27,1,3.85,146,167,21,14.38,200,224,24,12.00
,RS,ROLANTE,62,73,11,17.74,"3,900","4,708",808,20.72,11,14,3,27.27,910,966,56,6.15,"1,502","1,756",254,16.91,"6,385","7,517","1,132",17.73
,RS,RONDA ALTA,73,88,15,20.55,174,195,21,12.07,4,4,0,0.00,486,495,9,1.85,623,682,59,9.47,"1,360","1,464",104,7.65
,RS,RONDINHA,39,43,4,10.26,36,42,6,16.67,8,7,-1,-12.50,177,160,-17,-9.60,270,318,48,17.78,530,570,40,7.55
,RS,ROQUE GONZALES,51,60,9,17.65,65,58,-7,-10.77,6,3,-3,-50.00,226,221,-5,-2.21,403,466,63,15.63,751,808,57,7.59
,RS,ROSARIO DO SUL,"1,114","1,184",70,6.28,404,424,20,4.95,62,59,-3,-4.84,"1,834","1,974",140,7.63,"2,027","2,226",199,9.82,"5,441","5,867",426,7.83
,RS,SAGRADA FAMILIA,1,1,0,0.00,65,77,12,18.46,0,0,0,#DIV/0!,76,61,-15,-19.74,182,175,-7,-3.85,324,314,-10,-3.09
,RS,SALDANHA MARINHO,49,38,-11,-22.45,13,7,-6,-46.15,0,0,0,#DIV/0!,156,156,0,0.00,222,218,-4,-1.80,440,419,-21,-4.77
,RS,SALTO DO JACUI,148,143,-5,-3.38,197,127,-70,-35.53,19,12,-7,-36.84,510,517,7,1.37,667,670,3,0.45,"1,541","1,469",-72,-4.67
,RS,SALVADOR DAS MISSOES,65,67,2,3.08,155,142,-13,-8.39,0,3,3,#DIV/0!,112,195,83,74.11,284,303,19,6.69,616,710,94,15.26
,RS,SALVADOR DO SUL,505,472,-33,-6.53,676,658,-18,-2.66,338,345,7,2.07,459,469,10,2.18,584,564,-20,-3.42,"2,562","2,508",-54,-2.11
,RS,SANANDUVA,112,106,-6,-5.36,"1,193","1,280",87,7.29,61,68,7,11.48,"1,175","1,232",57,4.85,"1,201","1,333",132,10.99,"3,742","4,019",277,7.40
,RS,SANTA BARBARA DO SUL,337,349,12,3.56,77,63,-14,-18.18,123,37,-86,-69.92,633,738,105,16.59,664,630,-34,-5.12,"1,834","1,817",-17,-0.93
,RS,SANTA CECILIA DO SUL,28,19,-9,-32.14,4,5,1,25.00,0,0,0,#DIV/0!,51,55,4,7.84,93,146,53,56.99,176,225,49,27.84
,RS,SANTA CLARA DO SUL,20,24,4,20.00,473,"1,371",898,189.85,137,160,23,16.79,195,193,-2,-1.03,419,470,51,12.17,"1,244","2,218",974,78.30
,RS,SANTA CRUZ DO SUL,408,495,87,21.32,"10,844","10,623",-221,-2.04,"2,173","2,308",135,6.21,"9,128","9,604",476,5.21,"18,313","18,872",559,3.05,"40,866","41,902","1,036",2.54
,RS,SANTA MARIA,478,479,1,0.21,"6,764","6,757",-7,-0.10,"3,222","3,240",18,0.56,"16,418","16,941",523,3.19,"40,110","41,257","1,147",2.86,"66,992","68,674","1,682",2.51
,RS,SANTA MARIA DO HERVAL,30,35,5,16.67,"1,130","1,151",21,1.86,95,111,16,16.84,199,216,17,8.54,392,481,89,22.70,"1,846","1,994",148,8.02
,RS,SANTA MARGARIDA DO SUL,144,264,120,83.33,10,19,9,90.00,0,0,0,#DIV/0!,46,58,12,26.09,188,218,30,15.96,388,559,171,44.07
,RS,SANTANA DA BOA VISTA,47,62,15,31.91,12,12,0,0.00,3,11,8,266.67,167,156,-11,-6.59,430,484,54,12.56,659,725,66,10.02
,RS,SANT ANA DO LIVRAMENTO,"1,052","1,063",11,1.05,725,763,38,5.24,235,302,67,28.51,"5,439","5,732",293,5.39,"5,667","5,681",14,0.25,"13,118","13,541",423,3.22
,RS,SANTA ROSA,537,592,55,10.24,"6,227","6,778",551,8.85,"1,654","1,973",319,19.29,"5,700","5,934",234,4.11,"8,895","9,226",331,3.72,"23,013","24,503","1,490",6.47
,RS,SANTA TEREZA,26,23,-3,-11.54,44,44,0,0.00,0,1,1,#DIV/0!,19,18,-1,-5.26,97,102,5,5.15,186,188,2,1.08
,RS,SANTA VITORIA DO PALMAR,"2,455","2,166",-289,-11.77,191,165,-26,-13.61,40,52,12,30.00,"1,024","1,118",94,9.18,"2,305","2,516",211,9.15,"6,015","6,017",2,0.03
,RS,SANTIAGO,457,457,0,0.00,702,667,-35,-4.99,315,444,129,40.95,"3,050","3,037",-13,-0.43,"3,617","3,741",124,3.43,"8,141","8,346",205,2.52
,RS,SANTO ANGELO,277,280,3,1.08,"4,560","4,907",347,7.61,940,939,-1,-0.11,"5,126","5,295",169,3.30,"7,540","7,969",429,5.69,"18,443","19,390",947,5.13
,RS,SANTO ANTONIO DO PALMA,95,90,-5,-5.26,78,92,14,17.95,2,3,1,50.00,34,41,7,20.59,94,118,24,25.53,303,344,41,13.53
,RS,SANTO ANTONIO DA PATRULHA,153,149,-4,-2.61,"3,892","4,614",722,18.55,202,173,-29,-14.36,"1,717","1,773",56,3.26,"3,777","3,641",-136,-3.60,"9,741","10,350",609,6.25
,RS,SANTO ANTONIO DAS MISSOES,265,251,-14,-5.28,26,33,7,26.92,1,7,6,600.00,400,428,28,7.00,591,560,-31,-5.25,"1,283","1,279",-4,-0.31
,RS,SANTO ANTONIO DO PLANALTO,41,49,8,19.51,105,157,52,49.52,1,0,-1,-100.00,82,88,6,7.32,185,199,14,7.57,414,493,79,19.08
,RS,SANTO AUGUSTO,356,601,245,68.82,343,358,15,4.37,15,27,12,80.00,893,888,-5,-0.56,"1,095","1,262",167,15.25,"2,702","3,136",434,16.06
,RS,SANTO CRISTO,225,228,3,1.33,774,852,78,10.08,40,53,13,32.50,927,911,-16,-1.73,"1,448","1,597",149,10.29,"3,414","3,641",227,6.65
,RS,SANTO EXPEDITO DO SUL,2,1,-1,-50.00,37,52,15,40.54,8,2,-6,-75.00,46,56,10,21.74,173,182,9,5.20,266,293,27,10.15
,RS,SAO BORJA,"1,364","1,416",52,3.81,"1,140","1,139",-1,-0.09,831,929,98,11.79,"2,981","3,117",136,4.56,"4,378","4,805",427,9.75,"10,694","11,406",712,6.66
,RS,SAO DOMINGOS DO SUL,0,9,9,#DIV/0!,266,269,3,1.13,6,24,18,300.00,58,59,1,1.72,193,196,3,1.55,523,557,34,6.50
,RS,SAO FRANCISCO DE ASSIS,228,254,26,11.40,30,28,-2,-6.67,19,9,-10,-52.63,562,595,33,5.87,"1,024","1,102",78,7.62,"1,863","1,988",125,6.71
,RS,SAO FRANCISCO DE PAULA,852,"1,151",299,35.09,"1,159","1,480",321,27.70,38,46,8,21.05,965,965,0,0.00,"1,390","1,651",261,18.78,"4,404","5,293",889,20.19
,RS,SAO GABRIEL,"1,454","1,405",-49,-3.37,"1,994","1,766",-228,-11.43,129,121,-8,-6.20,"2,632","2,770",138,5.24,"3,636","3,686",50,1.38,"9,845","9,748",-97,-0.99
,RS,SAO JERONIMO,43,44,1,2.33,814,877,63,7.74,43,51,8,18.60,651,735,84,12.90,"1,763","1,728",-35,-1.99,"3,314","3,435",121,3.65
,RS,SAO JOAO DA URTIGA,7,9,2,28.57,50,57,7,14.00,9,6,-3,-33.33,256,251,-5,-1.95,229,292,63,27.51,551,615,64,11.62
,RS,SAO JOAO DO POLESINE,16,18,2,12.50,142,129,-13,-9.15,49,35,-14,-28.57,66,74,8,12.12,350,366,16,4.57,623,622,-1,-0.16
,RS,SAO JORGE,37,39,2,5.41,200,233,33,16.50,4,3,-1,-25.00,58,59,1,1.72,141,148,7,4.96,440,482,42,9.55
,RS,SAO JOSE DAS MISSOES,0,0,0,#DIV/0!,7,20,13,185.71,3,3,0,0.00,40,43,3,7.50,203,214,11,5.42,253,280,27,10.67
,RS,SAO JOSE DO HERVAL,40,45,5,12.50,52,59,7,13.46,0,0,0,#DIV/0!,51,49,-2,-3.92,178,211,33,18.54,321,364,43,13.40
,RS,SAO JOSE DO HORTENCIO,35,39,4,11.43,386,392,6,1.55,6,12,6,100.00,132,132,0,0.00,232,255,23,9.91,791,830,39,4.93
,RS,SAO JOSE DO INHACORA,5,4,-1,-20.00,451,557,106,23.50,4,2,-2,-50.00,55,67,12,21.82,218,244,26,11.93,733,874,141,19.24
,RS,SAO JOSE DO NORTE,597,642,45,7.54,"2,097",864,"-1,233",-58.80,29,22,-7,-24.14,712,774,62,8.71,"1,480","1,496",16,1.08,"4,915","3,798","-1,117",-22.73
,RS,SAO JOSE DO OURO,92,98,6,6.52,168,159,-9,-5.36,37,53,16,43.24,398,418,20,5.03,679,710,31,4.57,"1,374","1,438",64,4.66
,RS,SAO JOSE DO SUL,15,19,4,26.67,108,119,11,10.19,4,9,5,125.00,61,54,-7,-11.48,180,212,32,17.78,368,413,45,12.23
,RS,SAO JOSE DOS AUSENTES,384,435,51,13.28,119,212,93,78.15,1,0,-1,-100.00,62,93,31,50.00,281,301,20,7.12,847,"1,041",194,22.90
,RS,SAO LEOPOLDO,75,41,-34,-45.33,"18,514","20,578","2,064",11.15,"4,573","3,949",-624,-13.65,"10,069","10,078",9,0.09,"23,693","24,948","1,255",5.30,"56,924","59,594","2,670",4.69
,RS,SAO LOURENCO DO SUL,415,470,55,13.25,525,571,46,8.76,42,38,-4,-9.52,"1,917","2,048",131,6.83,"2,477","2,675",198,7.99,"5,376","5,802",426,7.92
,RS,SAO LUIZ GONZAGA,576,693,117,20.31,"1,086","1,147",61,5.62,145,124,-21,-14.48,"2,135","2,238",103,4.82,"2,424","2,596",172,7.10,"6,366","6,798",432,6.79
,RS,SAO MARCOS,48,58,10,20.83,"4,057","4,204",147,3.62,65,85,20,30.77,969,"1,028",59,6.09,"1,956","1,985",29,1.48,"7,095","7,360",265,3.74
,RS,SAO MARTINHO,82,66,-16,-19.51,171,173,2,1.17,5,6,1,20.00,330,373,43,13.03,518,572,54,10.42,"1,106","1,190",84,7.59
,RS,SAO MARTINHO DA SERRA,65,74,9,13.85,6,13,7,116.67,1,1,0,0.00,34,45,11,32.35,182,199,17,9.34,288,332,44,15.28
,RS,SAO MIGUEL DAS MISSOES,375,394,19,5.07,16,15,-1,-6.25,15,20,5,33.33,278,304,26,9.35,533,611,78,14.63,"1,217","1,344",127,10.44
,RS,SAO NICOLAU,85,111,26,30.59,9,9,0,0.00,0,0,0,#DIV/0!,118,127,9,7.63,275,303,28,10.18,487,550,63,12.94
,RS,SAO PAULO DAS MISSOES,37,37,0,0.00,53,54,1,1.89,41,35,-6,-14.63,163,168,5,3.07,377,409,32,8.49,671,703,32,4.77
,RS,SAO PEDRO DA SERRA,44,34,-10,-22.73,257,356,99,38.52,27,20,-7,-25.93,112,107,-5,-4.46,194,193,-1,-0.52,634,710,76,11.99
,RS,SAO PEDRO DAS MISSOES,5,7,2,40.00,8,0,-8,-100.00,0,0,0,#DIV/0!,34,45,11,32.35,205,231,26,12.68,252,283,31,12.30
,RS,SAO PEDRO DO BUTIA,209,210,1,0.48,137,142,5,3.65,28,18,-10,-35.71,115,110,-5,-4.35,230,240,10,4.35,719,720,1,0.14
,RS,SAO PEDRO DO SUL,115,133,18,15.65,208,239,31,14.90,89,73,-16,-17.98,683,741,58,8.49,923,953,30,3.25,"2,018","2,139",121,6.00
,RS,SAO SEBASTIAO DO CAI,139,136,-3,-2.16,"3,733","3,532",-201,-5.38,88,78,-10,-11.36,"1,263","1,325",62,4.91,"1,972","2,036",64,3.25,"7,195","7,107",-88,-1.22
,RS,SAO SEPE,415,452,37,8.92,442,474,32,7.24,75,70,-5,-6.67,"1,050","1,056",6,0.57,"1,505","1,629",124,8.24,"3,487","3,681",194,5.56
,RS,SAO VALENTIM,5,4,-1,-20.00,48,44,-4,-8.33,7,5,-2,-28.57,107,104,-3,-2.80,262,268,6,2.29,429,425,-4,-0.93
,RS,SAO VALENTIM DO SUL,20,20,0,0.00,270,323,53,19.63,5,3,-2,-40.00,14,15,1,7.14,144,135,-9,-6.25,453,496,43,9.49
,RS,SAO VALERIO DO SUL,5,2,-3,-60.00,9,9,0,0.00,0,1,1,#DIV/0!,27,20,-7,-25.93,176,201,25,14.20,217,233,16,7.37
,RS,SAO VENDELINO,7,6,-1,-14.29,275,293,18,6.55,116,73,-43,-37.07,65,65,0,0.00,181,202,21,11.60,644,639,-5,-0.78
,RS,SAO VICENTE DO SUL,318,343,25,7.86,39,39,0,0.00,9,20,11,122.22,321,344,23,7.17,409,484,75,18.34,"1,096","1,230",134,12.23
,RS,SAPIRANGA,43,37,-6,-13.95,"11,134","14,137","3,003",26.97,190,211,21,11.05,"3,415","3,753",338,9.90,"5,515","5,821",306,5.55,"20,297","23,959","3,662",18.04
,RS,SAPUCAIA DO SUL,1,1,0,0.00,"6,157","6,777",620,10.07,"1,927","1,877",-50,-2.59,"4,485","4,826",341,7.60,"7,369","8,255",886,12.02,"19,939","21,736","1,797",9.01
,RS,SARANDI,212,205,-7,-3.30,"2,231","2,504",273,12.24,302,286,-16,-5.30,"1,773","1,723",-50,-2.82,"2,374","2,894",520,21.90,"6,892","7,612",720,10.45
,RS,SEBERI,134,189,55,41.04,"1,422","1,564",142,9.99,47,48,1,2.13,614,658,44,7.17,885,860,-25,-2.82,"3,102","3,319",217,7.00
,RS,SEDE NOVA,16,20,4,25.00,17,16,-1,-5.88,7,24,17,242.86,85,97,12,14.12,195,234,39,20.00,320,391,71,22.19
,RS,SEGREDO,2,4,2,100.00,24,24,0,0.00,4,3,-1,-25.00,86,86,0,0.00,274,304,30,10.95,390,421,31,7.95
,RS,SELBACH,81,89,8,9.88,297,326,29,9.76,0,2,2,#DIV/0!,288,322,34,11.81,371,394,23,6.20,"1,037","1,133",96,9.26
,RS,SENADOR SALGADO FILHO,33,42,9,27.27,5,4,-1,-20.00,0,0,0,#DIV/0!,91,113,22,24.18,176,175,-1,-0.57,305,334,29,9.51
,RS,SENTINELA DO SUL,44,52,8,18.18,174,201,27,15.52,2,2,0,0.00,76,91,15,19.74,239,252,13,5.44,535,598,63,11.78
,RS,SERAFINA CORREA,326,334,8,2.45,"3,124","3,101",-23,-0.74,141,162,21,14.89,971,"1,069",98,10.09,"1,620","1,620",0,0.00,"6,182","6,286",104,1.68
,RS,SERIO,6,12,6,100.00,13,16,3,23.08,3,2,-1,-33.33,40,53,13,32.50,122,146,24,19.67,184,229,45,24.46
,RS,SERTAO,99,80,-19,-19.19,79,76,-3,-3.80,9,8,-1,-11.11,151,173,22,14.57,466,357,-109,-23.39,804,694,-110,-13.68
,RS,SERTAO SANTANA,14,11,-3,-21.43,220,230,10,4.55,1,0,-1,-100.00,177,192,15,8.47,323,331,8,2.48,735,764,29,3.95
,RS,SETE DE SETEMBRO,2,5,3,150.00,5,4,-1,-20.00,0,0,0,#DIV/0!,16,27,11,68.75,142,171,29,20.42,165,207,42,25.45
,RS,SEVERIANO DE ALMEIDA,17,19,2,11.76,52,64,12,23.08,2,1,-1,-50.00,115,118,3,2.61,315,334,19,6.03,501,536,35,6.99
,RS,SILVEIRA MARTINS,29,31,2,6.90,44,45,1,2.27,0,0,0,#DIV/0!,52,43,-9,-17.31,199,210,11,5.53,324,329,5,1.54
,RS,SINIMBU,5,6,1,20.00,169,174,5,2.96,7,7,0,0.00,193,200,7,3.63,429,145,-284,-66.20,803,532,-271,-33.75
,RS,SOBRADINHO,23,22,-1,-4.35,507,543,36,7.10,116,148,32,27.59,943,942,-1,-0.11,997,"1,013",16,1.60,"2,586","2,668",82,3.17
,RS,SOLEDADE,158,138,-20,-12.66,"1,217","1,339",122,10.02,177,184,7,3.95,"1,628","1,836",208,12.78,"2,050","2,205",155,7.56,"5,230","5,702",472,9.02
,RS,TABAI,51,59,8,15.69,167,180,13,7.78,36,20,-16,-44.44,119,137,18,15.13,326,367,41,12.58,699,763,64,9.16
,RS,TAPEJARA,101,91,-10,-9.90,"5,004","5,380",376,7.51,193,201,8,4.15,"1,577","1,615",38,2.41,"2,027","2,221",194,9.57,"8,902","9,508",606,6.81
,RS,TAPERA,112,113,1,0.89,489,600,111,22.70,112,149,37,33.04,695,764,69,9.93,723,747,24,3.32,"2,131","2,373",242,11.36
,RS,TAPES,272,332,60,22.06,298,323,25,8.39,6,12,6,100.00,539,567,28,5.19,748,824,76,10.16,"1,863","2,058",195,10.47
,RS,TAQUARA,45,38,-7,-15.56,"3,332","3,564",232,6.96,155,181,26,16.77,"2,811","2,926",115,4.09,"4,516","4,593",77,1.71,"10,859","11,302",443,4.08
,RS,TAQUARI,301,279,-22,-7.31,"1,567","1,662",95,6.06,130,165,35,26.92,"1,181","1,244",63,5.33,"2,823","2,764",-59,-2.09,"6,002","6,114",112,1.87
,RS,TAQUARUCU DO SUL,16,11,-5,-31.25,60,70,10,16.67,28,28,0,0.00,145,147,2,1.38,228,203,-25,-10.96,477,459,-18,-3.77
,RS,TAVARES,116,122,6,5.17,9,8,-1,-11.11,0,0,0,#DIV/0!,157,162,5,3.18,302,303,1,0.33,584,595,11,1.88
,RS,TENENTE PORTELA,93,108,15,16.13,266,301,35,13.16,59,65,6,10.17,768,884,116,15.10,"1,349","1,420",71,5.26,"2,535","2,778",243,9.59
,RS,TERRA DE AREIA,82,66,-16,-19.51,307,350,43,14.01,24,49,25,104.17,715,740,25,3.50,763,791,28,3.67,"1,891","1,996",105,5.55
,RS,TEUTONIA,214,204,-10,-4.67,"3,794","4,938","1,144",30.15,193,217,24,12.44,"1,989","2,104",115,5.78,"3,204","3,562",358,11.17,"9,394","11,025","1,631",17.36
,RS,TIO HUGO,8,10,2,25.00,98,109,11,11.22,10,4,-6,-60.00,251,262,11,4.38,255,294,39,15.29,622,679,57,9.16
,RS,TIRADENTES DO SUL,5,5,0,0.00,41,42,1,2.44,7,9,2,28.57,147,154,7,4.76,237,251,14,5.91,437,461,24,5.49
,RS,TOROPI,26,39,13,50.00,8,7,-1,-12.50,0,0,0,#DIV/0!,64,70,6,9.38,174,178,4,2.30,272,294,22,8.09
,RS,TORRES,9,15,6,66.67,553,606,53,9.58,774,880,106,13.70,"3,362","3,468",106,3.15,"4,828","5,104",276,5.72,"9,526","10,073",547,5.74
,RS,TRAMANDAI,7,12,5,71.43,357,338,-19,-5.32,372,377,5,1.34,"3,300","3,611",311,9.42,"4,800","5,151",351,7.31,"8,836","9,489",653,7.39
,RS,TRAVESSEIRO,20,24,4,20.00,286,318,32,11.19,0,0,0,#DIV/0!,13,11,-2,-15.38,133,156,23,17.29,452,509,57,12.61
,RS,TRES ARROIOS,9,11,2,22.22,173,307,134,77.46,6,11,5,83.33,83,101,18,21.69,192,205,13,6.77,463,635,172,37.15
,RS,TRES CACHOEIRAS,4,6,2,50.00,481,519,38,7.90,70,62,-8,-11.43,852,945,93,10.92,"1,038","1,123",85,8.19,"2,445","2,655",210,8.59
,RS,TRES COROAS,16,20,4,25.00,"4,363","4,969",606,13.89,77,97,20,25.97,783,830,47,6.00,"1,452","1,581",129,8.88,"6,691","7,497",806,12.05
,RS,TRES DE MAIO,41,38,-3,-7.32,"1,568","1,497",-71,-4.53,71,96,25,35.21,"1,808","1,838",30,1.66,"2,517","2,656",139,5.52,"6,005","6,125",120,2.00
,RS,TRES FORQUILHAS,13,10,-3,-23.08,3,3,0,0.00,5,2,-3,-60.00,28,29,1,3.57,226,247,21,9.29,275,291,16,5.82
,RS,TRES PALMEIRAS,64,64,0,0.00,68,59,-9,-13.24,17,9,-8,-47.06,152,156,4,2.63,254,298,44,17.32,555,586,31,5.59
,RS,TRES PASSOS,122,147,25,20.49,"1,748","1,925",177,10.13,121,161,40,33.06,"1,862","1,872",10,0.54,"2,399","2,494",95,3.96,"6,252","6,599",347,5.55
,RS,TRINDADE DO SUL,36,52,16,44.44,"1,712","1,676",-36,-2.10,139,193,54,38.85,230,235,5,2.17,458,466,8,1.75,"2,575","2,622",47,1.83
,RS,TRIUNFO,203,244,41,20.20,"4,046","3,957",-89,-2.20,425,596,171,40.24,772,776,4,0.52,"5,224","6,925","1,701",32.56,"10,670","12,498","1,828",17.13
,RS,TUCUNDUVA,36,40,4,11.11,123,129,6,4.88,6,3,-3,-50.00,296,309,13,4.39,474,412,-62,-13.08,935,893,-42,-4.49
,RS,TUNAS,4,6,2,50.00,0,1,1,#DIV/0!,4,4,0,0.00,95,104,9,9.47,181,276,95,52.49,284,391,107,37.68
,RS,TUPANCI DO SUL,4,5,1,25.00,10,14,4,40.00,0,0,0,#DIV/0!,23,33,10,43.48,132,140,8,6.06,169,192,23,13.61
,RS,TUPANCIRETA,914,975,61,6.67,92,109,17,18.48,38,31,-7,-18.42,"1,294","1,379",85,6.57,"1,196","1,196",0,0.00,"3,534","3,690",156,4.41
,RS,TUPANDI,55,61,6,10.91,"2,460","2,327",-133,-5.41,84,66,-18,-21.43,113,122,9,7.96,584,648,64,10.96,"3,296","3,224",-72,-2.18
,RS,TUPARENDI,73,106,33,45.21,233,234,1,0.43,10,16,6,60.00,469,439,-30,-6.40,460,459,-1,-0.22,"1,245","1,254",9,0.72
,RS,TURUCU,78,79,1,1.28,31,18,-13,-41.94,7,8,1,14.29,62,69,7,11.29,250,289,39,15.60,428,463,35,8.18
,RS,UBIRETAMA,2,2,0,0.00,4,0,-4,-100.00,0,0,0,#DIV/0!,42,56,14,33.33,129,155,26,20.16,177,213,36,20.34
,RS,UNIAO DA SERRA,20,16,-4,-20.00,45,45,0,0.00,1,2,1,100.00,9,8,-1,-11.11,115,98,-17,-14.78,190,169,-21,-11.05
,RS,UNISTALDA,74,66,-8,-10.81,0,0,0,#DIV/0!,0,2,2,#DIV/0!,22,19,-3,-13.64,160,184,24,15.00,256,271,15,5.86
,RS,URUGUAIANA,"2,741","2,683",-58,-2.12,930,"1,023",93,10.00,694,803,109,15.71,"6,247","6,452",205,3.28,"9,160","10,478","1,318",14.39,"19,772","21,439","1,667",8.43
,RS,VACARIA,"5,962","6,436",474,7.95,"2,074","2,468",394,19.00,345,381,36,10.43,"4,309","4,056",-253,-5.87,"5,309","5,562",253,4.77,"17,999","18,903",904,5.02
,RS,VALE VERDE,56,88,32,57.14,63,54,-9,-14.29,0,1,1,#DIV/0!,34,39,5,14.71,223,240,17,7.62,376,422,46,12.23
,RS,VALE DO SOL,9,9,0,0.00,51,50,-1,-1.96,2,7,5,250.00,145,161,16,11.03,409,469,60,14.67,616,696,80,12.99
,RS,VALE REAL,0,0,0,#DIV/0!,"1,015","1,124",109,10.74,60,67,7,11.67,242,227,-15,-6.20,328,335,7,2.13,"1,645","1,753",108,6.57
,RS,VANINI,5,5,0,0.00,89,100,11,12.36,1,0,-1,-100.00,37,38,1,2.70,272,261,-11,-4.04,404,404,0,0.00
,RS,VENANCIO AIRES,61,56,-5,-8.20,"7,988","8,699",711,8.90,342,372,30,8.77,"3,366","3,494",128,3.80,"4,645","5,173",528,11.37,"16,402","17,794","1,392",8.49
,RS,VERA CRUZ,10,8,-2,-20.00,"1,114","1,114",0,0.00,131,112,-19,-14.50,"1,248","1,358",110,8.81,"1,805","2,003",198,10.97,"4,308","4,595",287,6.66
,RS,VERANOPOLIS,48,52,4,8.33,"3,742","4,076",334,8.93,167,223,56,33.53,"1,105","1,131",26,2.35,"2,195","2,215",20,0.91,"7,257","7,697",440,6.06
,RS,VESPASIANO CORREA,28,26,-2,-7.14,51,66,15,29.41,0,0,0,#DIV/0!,24,26,2,8.33,189,214,25,13.23,292,332,40,13.70
