Area,Setor,Municipio,Empregados
"Negócios, administração e direito",Comércio,Ouro Verde,189
Serviços,Comércio,Ouro Verde,189
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Ouro Verde,189
"Ciências naturais, matemática e estatística",Comércio,Ouro Verde,189
Educação,Serviços,Gastão Vidigal,187
Serviços,Serviços,Gastão Vidigal,187
Saúde e bem-estar,Serviços,Gastão Vidigal,187
"Agricultura, silvicultura, pesca e veterinária",Serviços,Gastão Vidigal,187
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Gastão Vidigal,187
"Ciências naturais, matemática e estatística",Serviços,Gastão Vidigal,187
"Negócios, administração e direito",Serviços,Gastão Vidigal,187
"Ciências sociais, comunicação e informação",Serviços,Gastão Vidigal,187
Artes e humanidades,Serviços,Gastão Vidigal,187
"Engenharia, produção e construção",Agropecuária,Jaci,187
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Jaci,187
"Negócios, administração e direito",Comércio,Águas de Santa Bárbara,187
Serviços,Comércio,Águas de Santa Bárbara,187
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Águas de Santa Bárbara,187
"Ciências naturais, matemática e estatística",Comércio,Águas de Santa Bárbara,187
"Engenharia, produção e construção",Agropecuária,Sandovalina,187
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Sandovalina,187
"Engenharia, produção e construção",Agropecuária,Santa Clara d'Oeste,186
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Santa Clara d'Oeste,186
"Engenharia, produção e construção",Construção,Jarinu,185
"Engenharia, produção e construção",Agropecuária,Areias,185
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Areias,185
"Engenharia, produção e construção",Agropecuária,Marapoama,185
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Marapoama,185
"Engenharia, produção e construção",Construção,Pitangueiras,185
"Engenharia, produção e construção",Construção,Pirapozinho,185
"Engenharia, produção e construção",Construção,Adolfo,184
Educação,Serviços,Guarani d'Oeste,183
Serviços,Serviços,Guarani d'Oeste,183
Saúde e bem-estar,Serviços,Guarani d'Oeste,183
"Agricultura, silvicultura, pesca e veterinária",Serviços,Guarani d'Oeste,183
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Guarani d'Oeste,183
"Ciências naturais, matemática e estatística",Serviços,Guarani d'Oeste,183
"Negócios, administração e direito",Serviços,Guarani d'Oeste,183
"Ciências sociais, comunicação e informação",Serviços,Guarani d'Oeste,183
Artes e humanidades,Serviços,Guarani d'Oeste,183
"Engenharia, produção e construção",Agropecuária,Capela do Alto,182
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Capela do Alto,182
"Engenharia, produção e construção",Agropecuária,Ribeirão do Sul,182
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Ribeirão do Sul,182
"Negócios, administração e direito",Comércio,Catiguá,181
Serviços,Comércio,Catiguá,181
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Catiguá,181
"Ciências naturais, matemática e estatística",Comércio,Catiguá,181
"Engenharia, produção e construção",Agropecuária,Adolfo,181
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Adolfo,181
"Engenharia, produção e construção",Agropecuária,João Ramalho,181
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,João Ramalho,181
"Engenharia, produção e construção",Agropecuária,Pindorama,181
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Pindorama,181
"Engenharia, produção e construção",Construção,Guará,180
"Engenharia, produção e construção",Agropecuária,Igaraçu do Tietê,179
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Igaraçu do Tietê,179
Educação,Serviços,Santana da Ponte Pensa,179
Serviços,Serviços,Santana da Ponte Pensa,179
Saúde e bem-estar,Serviços,Santana da Ponte Pensa,179
"Agricultura, silvicultura, pesca e veterinária",Serviços,Santana da Ponte Pensa,179
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Santana da Ponte Pensa,179
"Ciências naturais, matemática e estatística",Serviços,Santana da Ponte Pensa,179
"Negócios, administração e direito",Serviços,Santana da Ponte Pensa,179
"Ciências sociais, comunicação e informação",Serviços,Santana da Ponte Pensa,179
Artes e humanidades,Serviços,Santana da Ponte Pensa,179
"Negócios, administração e direito",Comércio,Iacri,179
Serviços,Comércio,Iacri,179
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Iacri,179
"Ciências naturais, matemática e estatística",Comércio,Iacri,179
"Engenharia, produção e construção",Agropecuária,Paulistânia,179
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Paulistânia,179
"Engenharia, produção e construção",Agropecuária,Tuiuti,178
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Tuiuti,178
"Engenharia, produção e construção",Agropecuária,Mineiros do Tietê,178
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Mineiros do Tietê,178
"Engenharia, produção e construção",Construção,Pederneiras,178
"Engenharia, produção e construção",Agropecuária,Lupércio,178
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Lupércio,178
"Engenharia, produção e construção",Agropecuária,Ipaussu,177
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Ipaussu,177
"Ciências naturais, matemática e estatística",Indústria,Areiópolis,177
"Agricultura, silvicultura, pesca e veterinária",Indústria,Areiópolis,177
"Engenharia, produção e construção",Indústria,Areiópolis,177
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,Areiópolis,177
"Negócios, administração e direito",Comércio,Avaí,177
Serviços,Comércio,Avaí,177
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Avaí,177
"Ciências naturais, matemática e estatística",Comércio,Avaí,177
"Engenharia, produção e construção",Agropecuária,Presidente Alves,176
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Presidente Alves,176
"Engenharia, produção e construção",Agropecuária,Embu-Guaçu,176
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Embu-Guaçu,176
"Engenharia, produção e construção",Agropecuária,Magda,175
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Magda,175
"Engenharia, produção e construção",Agropecuária,Álvares Machado,175
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Álvares Machado,175
"Ciências naturais, matemática e estatística",Indústria,Sarutaiá,175
"Agricultura, silvicultura, pesca e veterinária",Indústria,Sarutaiá,175
"Engenharia, produção e construção",Indústria,Sarutaiá,175
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,Sarutaiá,175
"Engenharia, produção e construção",Agropecuária,Itaju,175
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Itaju,175
"Engenharia, produção e construção",Agropecuária,Pirassununga,174
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Pirassununga,174
Educação,Serviços,União Paulista,174
Serviços,Serviços,União Paulista,174
Saúde e bem-estar,Serviços,União Paulista,174
"Agricultura, silvicultura, pesca e veterinária",Serviços,União Paulista,174
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,União Paulista,174
"Ciências naturais, matemática e estatística",Serviços,União Paulista,174
"Negócios, administração e direito",Serviços,União Paulista,174
"Ciências sociais, comunicação e informação",Serviços,União Paulista,174
Artes e humanidades,Serviços,União Paulista,174
"Negócios, administração e direito",Comércio,Barra do Turvo,173
Serviços,Comércio,Barra do Turvo,173
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Barra do Turvo,173
"Ciências naturais, matemática e estatística",Comércio,Barra do Turvo,173
"Engenharia, produção e construção",Construção,Promissão,173
"Negócios, administração e direito",Comércio,Alambari,173
Serviços,Comércio,Alambari,173
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Alambari,173
"Ciências naturais, matemática e estatística",Comércio,Alambari,173
"Engenharia, produção e construção",Construção,Itapetininga,172
"Ciências naturais, matemática e estatística",Indústria,Sales,172
"Agricultura, silvicultura, pesca e veterinária",Indústria,Sales,172
"Engenharia, produção e construção",Indústria,Sales,172
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,Sales,172
Educação,Serviços,Turiúba,172
Serviços,Serviços,Turiúba,172
Saúde e bem-estar,Serviços,Turiúba,172
"Agricultura, silvicultura, pesca e veterinária",Serviços,Turiúba,172
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Turiúba,172
"Ciências naturais, matemática e estatística",Serviços,Turiúba,172
"Negócios, administração e direito",Serviços,Turiúba,172
"Ciências sociais, comunicação e informação",Serviços,Turiúba,172
Artes e humanidades,Serviços,Turiúba,172
"Negócios, administração e direito",Comércio,Cândido Rodrigues,172
Serviços,Comércio,Cândido Rodrigues,172
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Cândido Rodrigues,172
"Ciências naturais, matemática e estatística",Comércio,Cândido Rodrigues,172
"Engenharia, produção e construção",Agropecuária,Taciba,172
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Taciba,172
"Negócios, administração e direito",Comércio,Sabino,171
Serviços,Comércio,Sabino,171
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Sabino,171
"Ciências naturais, matemática e estatística",Comércio,Sabino,171
"Engenharia, produção e construção",Agropecuária,Silveiras,170
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Silveiras,170
Educação,Serviços,Fernão,170
Serviços,Serviços,Fernão,170
Saúde e bem-estar,Serviços,Fernão,170
"Agricultura, silvicultura, pesca e veterinária",Serviços,Fernão,170
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Fernão,170
"Ciências naturais, matemática e estatística",Serviços,Fernão,170
"Negócios, administração e direito",Serviços,Fernão,170
"Ciências sociais, comunicação e informação",Serviços,Fernão,170
Artes e humanidades,Serviços,Fernão,170
"Negócios, administração e direito",Comércio,Ibirarema,170
Serviços,Comércio,Ibirarema,170
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Ibirarema,170
"Ciências naturais, matemática e estatística",Comércio,Ibirarema,170
"Ciências naturais, matemática e estatística",Indústria,Iacri,170
"Agricultura, silvicultura, pesca e veterinária",Indústria,Iacri,170
"Engenharia, produção e construção",Indústria,Iacri,170
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,Iacri,170
"Negócios, administração e direito",Comércio,Itobi,169
Serviços,Comércio,Itobi,169
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Itobi,169
"Ciências naturais, matemática e estatística",Comércio,Itobi,169
"Negócios, administração e direito",Comércio,Ipeúna,169
Serviços,Comércio,Ipeúna,169
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Ipeúna,169
"Ciências naturais, matemática e estatística",Comércio,Ipeúna,169
"Engenharia, produção e construção",Agropecuária,Guará,169
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Guará,169
"Ciências naturais, matemática e estatística",Indústria,Cândido Rodrigues,169
"Agricultura, silvicultura, pesca e veterinária",Indústria,Cândido Rodrigues,169
"Engenharia, produção e construção",Indústria,Cândido Rodrigues,169
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,Cândido Rodrigues,169
"Engenharia, produção e construção",Construção,Cordeirópolis,169
Educação,Serviços,Aspásia,169
Serviços,Serviços,Aspásia,169
Saúde e bem-estar,Serviços,Aspásia,169
"Agricultura, silvicultura, pesca e veterinária",Serviços,Aspásia,169
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Aspásia,169
"Ciências naturais, matemática e estatística",Serviços,Aspásia,169
"Negócios, administração e direito",Serviços,Aspásia,169
"Ciências sociais, comunicação e informação",Serviços,Aspásia,169
Artes e humanidades,Serviços,Aspásia,169
"Engenharia, produção e construção",Agropecuária,Rio das Pedras,169
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Rio das Pedras,169
"Engenharia, produção e construção",Agropecuária,Ouro Verde,168
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Ouro Verde,168
"Engenharia, produção e construção",Agropecuária,Nhandeara,168
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Nhandeara,168
"Engenharia, produção e construção",Agropecuária,Vargem Grande Paulista,168
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Vargem Grande Paulista,168
"Engenharia, produção e construção",Construção,Itararé,167
"Engenharia, produção e construção",Agropecuária,Ribeira,167
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Ribeira,167
"Engenharia, produção e construção",Construção,Pereiras,167
"Ciências naturais, matemática e estatística",Indústria,Ipaussu,166
"Agricultura, silvicultura, pesca e veterinária",Indústria,Ipaussu,166
"Engenharia, produção e construção",Indústria,Ipaussu,166
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,Ipaussu,166
"Ciências naturais, matemática e estatística",Indústria,Dracena,166
"Agricultura, silvicultura, pesca e veterinária",Indústria,Dracena,166
"Engenharia, produção e construção",Indústria,Dracena,166
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,Dracena,166
"Engenharia, produção e construção",Agropecuária,Jales,166
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Jales,166
"Engenharia, produção e construção",Construção,Vargem Grande do Sul,165
"Negócios, administração e direito",Comércio,Natividade da Serra,165
Serviços,Comércio,Natividade da Serra,165
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Natividade da Serra,165
"Ciências naturais, matemática e estatística",Comércio,Natividade da Serra,165
"Engenharia, produção e construção",Construção,Cravinhos,164
"Engenharia, produção e construção",Agropecuária,Campo Limpo Paulista,164
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Campo Limpo Paulista,164
"Negócios, administração e direito",Comércio,Santa Maria da Serra,164
Serviços,Comércio,Santa Maria da Serra,164
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Santa Maria da Serra,164
"Ciências naturais, matemática e estatística",Comércio,Santa Maria da Serra,164
"Engenharia, produção e construção",Agropecuária,Caiuá,164
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Caiuá,164
"Engenharia, produção e construção",Agropecuária,Luiziânia,164
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Luiziânia,164
"Engenharia, produção e construção",Construção,Socorro,164
"Engenharia, produção e construção",Construção,Paraguaçu Paulista,163
Educação,Serviços,Torre de Pedra,163
Serviços,Serviços,Torre de Pedra,163
Saúde e bem-estar,Serviços,Torre de Pedra,163
"Agricultura, silvicultura, pesca e veterinária",Serviços,Torre de Pedra,163
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Torre de Pedra,163
"Ciências naturais, matemática e estatística",Serviços,Torre de Pedra,163
"Negócios, administração e direito",Serviços,Torre de Pedra,163
"Ciências sociais, comunicação e informação",Serviços,Torre de Pedra,163
Artes e humanidades,Serviços,Torre de Pedra,163
"Engenharia, produção e construção",Agropecuária,Campina do Monte Alegre,163
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Campina do Monte Alegre,163
"Negócios, administração e direito",Comércio,Jaborandi,163
Serviços,Comércio,Jaborandi,163
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Jaborandi,163
"Ciências naturais, matemática e estatística",Comércio,Jaborandi,163
"Engenharia, produção e construção",Construção,Jales,162
"Negócios, administração e direito",Comércio,Clementina,162
Serviços,Comércio,Clementina,162
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Clementina,162
"Ciências naturais, matemática e estatística",Comércio,Clementina,162
"Negócios, administração e direito",Comércio,Tarabai,161
Serviços,Comércio,Tarabai,161
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Tarabai,161
"Ciências naturais, matemática e estatística",Comércio,Tarabai,161
"Negócios, administração e direito",Comércio,Campina do Monte Alegre,161
Serviços,Comércio,Campina do Monte Alegre,161
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Campina do Monte Alegre,161
"Ciências naturais, matemática e estatística",Comércio,Campina do Monte Alegre,161
"Engenharia, produção e construção",Agropecuária,Guzolândia,161
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Guzolândia,161
"Negócios, administração e direito",Comércio,Icém,161
Serviços,Comércio,Icém,161
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Icém,161
"Ciências naturais, matemática e estatística",Comércio,Icém,161
"Engenharia, produção e construção",Construção,Presidente Epitácio,160
"Engenharia, produção e construção",Construção,Santa Rosa de Viterbo,160
"Engenharia, produção e construção",Agropecuária,Timburi,159
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Timburi,159
"Engenharia, produção e construção",Agropecuária,Coroados,159
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Coroados,159
"Engenharia, produção e construção",Construção,Castilho,159
"Ciências naturais, matemática e estatística",Indústria,Divinolândia,158
"Agricultura, silvicultura, pesca e veterinária",Indústria,Divinolândia,158
"Engenharia, produção e construção",Indústria,Divinolândia,158
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,Divinolândia,158
"Engenharia, produção e construção",Construção,Valinhos,158
"Engenharia, produção e construção",Agropecuária,Pedreira,158
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Pedreira,158
"Engenharia, produção e construção",Construção,Uchoa,158
"Engenharia, produção e construção",Construção,Macatuba,157
"Engenharia, produção e construção",Agropecuária,Cananéia,157
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Cananéia,157
"Negócios, administração e direito",Comércio,Rincão,157
Serviços,Comércio,Rincão,157
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Rincão,157
"Ciências naturais, matemática e estatística",Comércio,Rincão,157
"Engenharia, produção e construção",Agropecuária,Rosana,157
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Rosana,157
"Ciências naturais, matemática e estatística",Indústria,Tabapuã,156
"Agricultura, silvicultura, pesca e veterinária",Indústria,Tabapuã,156
"Engenharia, produção e construção",Indústria,Tabapuã,156
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,Tabapuã,156
"Engenharia, produção e construção",Construção,São Pedro,156
"Engenharia, produção e construção",Agropecuária,Buritama,156
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Buritama,156
Educação,Serviços,Vitória Brasil,155
Serviços,Serviços,Vitória Brasil,155
Saúde e bem-estar,Serviços,Vitória Brasil,155
"Agricultura, silvicultura, pesca e veterinária",Serviços,Vitória Brasil,155
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Vitória Brasil,155
"Ciências naturais, matemática e estatística",Serviços,Vitória Brasil,155
"Negócios, administração e direito",Serviços,Vitória Brasil,155
"Ciências sociais, comunicação e informação",Serviços,Vitória Brasil,155
Artes e humanidades,Serviços,Vitória Brasil,155
"Engenharia, produção e construção",Agropecuária,Lagoinha,155
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Lagoinha,155
"Negócios, administração e direito",Comércio,Analândia,155
Serviços,Comércio,Analândia,155
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Analândia,155
"Ciências naturais, matemática e estatística",Comércio,Analândia,155
"Ciências naturais, matemática e estatística",Indústria,Campina do Monte Alegre,155
"Agricultura, silvicultura, pesca e veterinária",Indústria,Campina do Monte Alegre,155
"Engenharia, produção e construção",Indústria,Campina do Monte Alegre,155
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,Campina do Monte Alegre,155
"Engenharia, produção e construção",Construção,São Vicente,154
"Negócios, administração e direito",Comércio,Paraíso,153
Serviços,Comércio,Paraíso,153
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Paraíso,153
"Ciências naturais, matemática e estatística",Comércio,Paraíso,153
"Engenharia, produção e construção",Construção,Santa Ernestina,153
"Ciências naturais, matemática e estatística",Indústria,Poloni,153
"Agricultura, silvicultura, pesca e veterinária",Indústria,Poloni,153
"Engenharia, produção e construção",Indústria,Poloni,153
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,Poloni,153
"Engenharia, produção e construção",Agropecuária,Jambeiro,152
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Jambeiro,152
"Negócios, administração e direito",Comércio,Sales,152
Serviços,Comércio,Sales,152
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Sales,152
"Ciências naturais, matemática e estatística",Comércio,Sales,152
"Engenharia, produção e construção",Agropecuária,Salmourão,152
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Salmourão,152
"Negócios, administração e direito",Comércio,Ribeirão do Sul,152
Serviços,Comércio,Ribeirão do Sul,152
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Ribeirão do Sul,152
"Ciências naturais, matemática e estatística",Comércio,Ribeirão do Sul,152
"Engenharia, produção e construção",Agropecuária,Neves Paulista,152
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Neves Paulista,152
"Engenharia, produção e construção",Agropecuária,Florínea,151
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Florínea,151
"Ciências naturais, matemática e estatística",Indústria,Eldorado,150
"Agricultura, silvicultura, pesca e veterinária",Indústria,Eldorado,150
"Engenharia, produção e construção",Indústria,Eldorado,150
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,Eldorado,150
"Engenharia, produção e construção",Construção,Brotas,150
"Negócios, administração e direito",Comércio,Sud Mennucci,150
Serviços,Comércio,Sud Mennucci,150
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Sud Mennucci,150
"Ciências naturais, matemática e estatística",Comércio,Sud Mennucci,150
"Engenharia, produção e construção",Construção,Novo Horizonte,150
"Engenharia, produção e construção",Agropecuária,Poloni,149
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Poloni,149
"Engenharia, produção e construção",Construção,Duartina,149
"Engenharia, produção e construção",Construção,Laranjal Paulista,149
"Engenharia, produção e construção",Construção,Pariquera-Açu,149
"Engenharia, produção e construção",Agropecuária,Nipoã,149
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Nipoã,149
"Engenharia, produção e construção",Agropecuária,Paraíso,149
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Paraíso,149
"Engenharia, produção e construção",Construção,Conchal,148
"Engenharia, produção e construção",Agropecuária,Arujá,148
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Arujá,148
"Ciências naturais, matemática e estatística",Indústria,Porangaba,148
"Agricultura, silvicultura, pesca e veterinária",Indústria,Porangaba,148
"Engenharia, produção e construção",Indústria,Porangaba,148
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,Porangaba,148
"Engenharia, produção e construção",Agropecuária,Brejo Alegre,148
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Brejo Alegre,148
"Negócios, administração e direito",Comércio,Pratânia,148
Serviços,Comércio,Pratânia,148
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Pratânia,148
"Ciências naturais, matemática e estatística",Comércio,Pratânia,148
"Engenharia, produção e construção",Agropecuária,Rifaina,148
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Rifaina,148
"Negócios, administração e direito",Comércio,Águas da Prata,147
Serviços,Comércio,Águas da Prata,147
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Águas da Prata,147
"Ciências naturais, matemática e estatística",Comércio,Águas da Prata,147
Educação,Serviços,Borá,147
Serviços,Serviços,Borá,147
Saúde e bem-estar,Serviços,Borá,147
"Agricultura, silvicultura, pesca e veterinária",Serviços,Borá,147
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Borá,147
"Ciências naturais, matemática e estatística",Serviços,Borá,147
"Negócios, administração e direito",Serviços,Borá,147
"Ciências sociais, comunicação e informação",Serviços,Borá,147
Artes e humanidades,Serviços,Borá,147
"Engenharia, produção e construção",Construção,Pirapora do Bom Jesus,147
"Engenharia, produção e construção",Agropecuária,Ilha Solteira,147
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Ilha Solteira,147
"Engenharia, produção e construção",Agropecuária,Cedral,147
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Cedral,147
"Engenharia, produção e construção",Agropecuária,São José do Barreiro,146
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,São José do Barreiro,146
"Negócios, administração e direito",Comércio,Ubarana,146
Serviços,Comércio,Ubarana,146
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Ubarana,146
"Ciências naturais, matemática e estatística",Comércio,Ubarana,146
"Negócios, administração e direito",Comércio,Colômbia,146
Serviços,Comércio,Colômbia,146
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Colômbia,146
"Ciências naturais, matemática e estatística",Comércio,Colômbia,146
"Engenharia, produção e construção",Construção,São Manuel,146
"Negócios, administração e direito",Comércio,Guaimbê,144
Serviços,Comércio,Guaimbê,144
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Guaimbê,144
"Ciências naturais, matemática e estatística",Comércio,Guaimbê,144
"Ciências naturais, matemática e estatística",Indústria,Anhembi,144
"Agricultura, silvicultura, pesca e veterinária",Indústria,Anhembi,144
"Engenharia, produção e construção",Indústria,Anhembi,144
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,Anhembi,144
"Ciências naturais, matemática e estatística",Indústria,Águas de Santa Bárbara,144
"Agricultura, silvicultura, pesca e veterinária",Indústria,Águas de Santa Bárbara,144
"Engenharia, produção e construção",Indústria,Águas de Santa Bárbara,144
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,Águas de Santa Bárbara,144
"Negócios, administração e direito",Comércio,Riversul,143
Serviços,Comércio,Riversul,143
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Riversul,143
"Ciências naturais, matemática e estatística",Comércio,Riversul,143
"Engenharia, produção e construção",Agropecuária,Inúbia Paulista,142
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Inúbia Paulista,142
"Engenharia, produção e construção",Agropecuária,Santa Rosa de Viterbo,142
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Santa Rosa de Viterbo,142
"Engenharia, produção e construção",Agropecuária,Américo de Campos,142
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Américo de Campos,142
"Ciências naturais, matemática e estatística",Indústria,General Salgado,142
"Agricultura, silvicultura, pesca e veterinária",Indústria,General Salgado,142
"Engenharia, produção e construção",Indústria,General Salgado,142
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,General Salgado,142
"Negócios, administração e direito",Comércio,Canas,141
Serviços,Comércio,Canas,141
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Canas,141
"Ciências naturais, matemática e estatística",Comércio,Canas,141
"Negócios, administração e direito",Comércio,Jumirim,141
Serviços,Comércio,Jumirim,141
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Jumirim,141
"Ciências naturais, matemática e estatística",Comércio,Jumirim,141
"Engenharia, produção e construção",Construção,Valparaíso,141
"Engenharia, produção e construção",Agropecuária,Cruzeiro,140
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Cruzeiro,140
"Engenharia, produção e construção",Agropecuária,Barra do Chapéu,139
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Barra do Chapéu,139
"Engenharia, produção e construção",Construção,Aguaí,138
"Engenharia, produção e construção",Construção,Bariri,138
"Negócios, administração e direito",Comércio,Getulina,138
Serviços,Comércio,Getulina,138
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Getulina,138
"Ciências naturais, matemática e estatística",Comércio,Getulina,138
"Ciências naturais, matemática e estatística",Indústria,Santa Clara d'Oeste,137
"Agricultura, silvicultura, pesca e veterinária",Indústria,Santa Clara d'Oeste,137
"Engenharia, produção e construção",Indústria,Santa Clara d'Oeste,137
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,Santa Clara d'Oeste,137
"Negócios, administração e direito",Comércio,Junqueirópolis,137
Serviços,Comércio,Junqueirópolis,137
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Junqueirópolis,137
"Ciências naturais, matemática e estatística",Comércio,Junqueirópolis,137
"Engenharia, produção e construção",Construção,Auriflama,137
