Curso,Instituicao,Estado,Ano,Taxa
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,FACULDADE ANHANGUERA PITÁGORAS VOTORANTIM,São Paulo,2022,96.2
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,FACULDADE ANHANGUERA PITÁGORAS VOTORANTIM,São Paulo,2020,96.2
GESTÃO FINANCEIRA,CENTRO UNIVERSITÁRIO SUMARÉ,São Paulo,2020,96.2
ADMINISTRAÇÃO,FACULDADE LUTERANA SÃO MARCOS,Rio Grande do Sul,2023,96.2
ADMINISTRAÇÃO,FACULDADE LUTERANA SÃO MARCOS,Rio Grande do Sul,2022,96.2
ADMINISTRAÇÃO,FACULDADE LUTERANA SÃO MARCOS,Rio Grande do Sul,2021,96.2
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,FACULDADE ANHANGUERA PITÁGORAS VOTORANTIM,São Paulo,2021,96.2
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,FACULDADE ANHANGUERA PITÁGORAS VOTORANTIM,São Paulo,2023,96.2
EDUCAÇÃO FÍSICA,FACULDADE REDENTOR METROPOLITANA,Rio de Janeiro,2020,96.2
COMPUTAÇÃO,UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL,Mato Grosso do Sul,2022,96.2
COMPUTAÇÃO,UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL,Mato Grosso do Sul,2023,96.2
SERVIÇO SOCIAL,UNIVERSIDADE CATÓLICA DE BRASÍLIA,Distrito Federal,2023,96.2
ADMINISTRAÇÃO,CENTRO UNIVERSITÁRIO ANHANGUERA DE FORTALEZA,Ceará,2022,96.2
PEDAGOGIA,FACULDADE DE CAIEIRAS,São Paulo,2021,96.2
PSICOLOGIA,CENTRO UNIVERSITÁRIO SOCIAL DA BAHIA,Bahia,2023,96.2
ADMINISTRAÇÃO,FACULDADE DE GUARULHOS,São Paulo,2023,96.2
ADMINISTRAÇÃO,FACULDADE DE GUARULHOS,São Paulo,2022,96.2
ADMINISTRAÇÃO,FACULDADE DE GUARULHOS,São Paulo,2021,96.2
PSICOLOGIA,CENTRO UNIVERSITÁRIO SOCIAL DA BAHIA,Bahia,2022,96.2
GASTRONOMIA,CENTRO UNIVERSITÁRIO ANHANGÜERA,São Paulo,2022,96.2
GASTRONOMIA,CENTRO UNIVERSITÁRIO ANHANGÜERA,São Paulo,2023,96.2
ADMINISTRAÇÃO,UNIVERSIDADE ANHANGUERA DE SÃO PAULO,São Paulo,2023,96.1
ADMINISTRAÇÃO,UNIVERSIDADE ANHANGUERA DE SÃO PAULO,São Paulo,2022,96.1
ADMINISTRAÇÃO,CENTRO UNIVERSITÁRIO SUMARÉ,São Paulo,2020,96.1
DESIGN DE ANIMAÇÃO,CENTRO UNIVERSITÁRIO BELAS ARTES DE SÃO PAULO,São Paulo,2023,96.1
ADMINISTRAÇÃO,CENTRO UNIVERSITÁRIO SUMARÉ,São Paulo,2021,96.1
ADMINISTRAÇÃO,CENTRO UNIVERSITÁRIO SUMARÉ,São Paulo,2022,96.1
ADMINISTRAÇÃO,CENTRO UNIVERSITÁRIO SUMARÉ,São Paulo,2023,96.1
EDUCAÇÃO FÍSICA,FACULDADE DE ASSIS,São Paulo,2022,96.1
EDUCAÇÃO FÍSICA,FACULDADE DE ASSIS,São Paulo,2021,96.1
EDUCAÇÃO FÍSICA,FACULDADE DE ASSIS,São Paulo,2023,96.1
PEDAGOGIA,FACULDADE DIADEMA,São Paulo,2021,96.1
ADMINISTRAÇÃO,FACULDADE DE CAIEIRAS,São Paulo,2021,96.1
ENFERMAGEM,FACULDADE ANHANGUERA DE LIMEIRA,São Paulo,2023,96.1
ENFERMAGEM,FACULDADE ANHANGUERA DE LIMEIRA,São Paulo,2022,96.1
PEDAGOGIA,FACULDADE DE SANTO ANDRÉ,São Paulo,2021,96.0
ENGENHARIA DE COMPUTAÇÃO,UNIVERSIDADE POTIGUAR,Rio Grande do Norte,2023,96.0
PEDAGOGIA,FACULDADE DE SANTO ANDRÉ,São Paulo,2023,96.0
PUBLICIDADE E PROPAGANDA,CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO,São Paulo,2023,96.0
PEDAGOGIA,CENTRO UNIVERSITÁRIO SUMARÉ,São Paulo,2021,96.0
PEDAGOGIA,CENTRO UNIVERSITÁRIO SUMARÉ,São Paulo,2023,96.0
ENGENHARIA DE COMPUTAÇÃO,UNIVERSIDADE PAULISTA,São Paulo,2021,96.0
ENGENHARIA DE COMPUTAÇÃO,UNIVERSIDADE PAULISTA,Distrito Federal,2021,96.0
ENGENHARIA DE COMPUTAÇÃO,UNIVERSIDADE PAULISTA,Amazonas,2021,96.0
ENGENHARIA DE COMPUTAÇÃO,UNIVERSIDADE PAULISTA,Goiás,2021,96.0
LOGÍSTICA,CENTRO UNIVERSITÁRIO SUMARÉ,São Paulo,2022,96.0
PUBLICIDADE E PROPAGANDA,CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO,São Paulo,2022,96.0
PUBLICIDADE E PROPAGANDA,CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO,São Paulo,2021,96.0
LOGÍSTICA,CENTRO UNIVERSITÁRIO SUMARÉ,São Paulo,2021,96.0
ENFERMAGEM,CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO,São Paulo,2021,96.0
LOGÍSTICA,CENTRO UNIVERSITÁRIO SUMARÉ,São Paulo,2020,96.0
ARQUITETURA E URBANISMO,CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO,São Paulo,2019,96.0
FISIOTERAPIA,FACULDADE SANTO AGOSTINHO,Minas Gerais,2023,96.0
PUBLICIDADE E PROPAGANDA,CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO,São Paulo,2020,96.0
PEDAGOGIA,CENTRO UNIVERSITÁRIO SUMARÉ,São Paulo,2022,96.0
PEDAGOGIA,CENTRO UNIVERSITÁRIO SUMARÉ,São Paulo,2020,96.0
FISIOTERAPIA,FACULDADE SANTO AGOSTINHO,Minas Gerais,2022,96.0
LOGÍSTICA,CENTRO UNIVERSITÁRIO SUMARÉ,São Paulo,2023,96.0
PEDAGOGIA,FACULDADE DE SANTO ANDRÉ,São Paulo,2022,96.0
DIREITO,Faculdade Uninassau Garanhuns,Pernambuco,2023,96.0
ENGENHARIA DE SOFTWARE,Centro Universitário União das Américas Descomplica,Paraná,2023,96.0
ENGENHARIA DE PRODUÇÃO,UNIVERSIDADE CÂNDIDO MENDES,Rio de Janeiro,2021,96.0
ENGENHARIA DE PRODUÇÃO,UNIVERSIDADE CÂNDIDO MENDES,Rio de Janeiro,2022,96.0
LETRAS - INGLÊS,UNIVERSIDADE ESTÁCIO DE SÁ,Rio de Janeiro,2021,96.0
ENGENHARIA MECÂNICA,CONSERVATÓRIO BRASILEIRO DE MÚSICA - CENTRO UNIVERSITÁRIO BRASILEIRO DE EDUCAÇÃO,Rio de Janeiro,2023,96.0
NUTRIÇÃO,Centro Universitário Fanor Wyden,Ceará,2023,96.0
MARKETING,Centro Universitário Fanor Wyden,Ceará,2022,96.0
ENGENHARIA MECÂNICA,CONSERVATÓRIO BRASILEIRO DE MÚSICA - CENTRO UNIVERSITÁRIO BRASILEIRO DE EDUCAÇÃO,Rio de Janeiro,2022,96.0
MARKETING,Centro Universitário Fanor Wyden,Ceará,2023,96.0
CIÊNCIAS CONTÁBEIS,UNIVERSIDADE CÂNDIDO MENDES,Rio de Janeiro,2019,96.0
LETRAS - INGLÊS,UNIVERSIDADE ESTÁCIO DE SÁ,Rio de Janeiro,2023,96.0
NUTRIÇÃO,Centro Universitário Fanor Wyden,Ceará,2021,96.0
MARKETING,Centro Universitário Fanor Wyden,Ceará,2020,96.0
NUTRIÇÃO,Centro Universitário Fanor Wyden,Ceará,2020,96.0
NUTRIÇÃO,Centro Universitário Fanor Wyden,Ceará,2022,96.0
ENGENHARIA CIVIL,Faculdade Unibras Brasília,Distrito Federal,2023,96.0
LETRAS - INGLÊS,UNIVERSIDADE ESTÁCIO DE SÁ,Rio de Janeiro,2022,96.0
MARKETING,Centro Universitário Fanor Wyden,Ceará,2021,96.0
ADMINISTRAÇÃO,FACULDADE ANHANGÜERA DE CAMPINAS,São Paulo,2023,96.0
QUÍMICA,Universidade Universus Veritas Guarulhos,São Paulo,2023,96.0
CIÊNCIA DA COMPUTAÇÃO,Centro Universitário Ruy Barbosa Wyden,Bahia,2021,96.0
EDUCAÇÃO FÍSICA,Centro Universitário Zarns - Salvador,Bahia,2021,96.0
CIÊNCIA DA COMPUTAÇÃO,Centro Universitário Ruy Barbosa Wyden,Bahia,2020,96.0
CIÊNCIA DA COMPUTAÇÃO,Centro Universitário Ruy Barbosa Wyden,Bahia,2023,96.0
CIÊNCIA DA COMPUTAÇÃO,Centro Universitário Ruy Barbosa Wyden,Bahia,2022,96.0
LETRAS - PORTUGUÊS E INGLÊS,CENTRO UNIVERSITÁRIO DE BELO HORIZONTE,Minas Gerais,2023,95.9
LETRAS - PORTUGUÊS E INGLÊS,CENTRO UNIVERSITÁRIO DE BELO HORIZONTE,Minas Gerais,2022,95.9
GESTÃO COMERCIAL,UNIVERSIDADE DA AMAZÔNIA,Pará,2021,95.9
GESTÃO COMERCIAL,UNIVERSIDADE DA AMAZÔNIA,Pará,2023,95.9
ADMINISTRAÇÃO,Centro Universitário Estácio de São Paulo,São Paulo,2023,95.9
COMÉRCIO EXTERIOR,UNIVERSIDADE ANHEMBI MORUMBI,São Paulo,2022,95.9
SISTEMAS DE INFORMAÇÃO,UNIVERSIDADE PAULISTA,São Paulo,2023,95.9
SISTEMAS DE INFORMAÇÃO,UNIVERSIDADE PAULISTA,Distrito Federal,2023,95.9
SISTEMAS DE INFORMAÇÃO,UNIVERSIDADE PAULISTA,Amazonas,2023,95.9
SISTEMAS DE INFORMAÇÃO,UNIVERSIDADE PAULISTA,Goiás,2023,95.9
COMÉRCIO EXTERIOR,UNIVERSIDADE ANHEMBI MORUMBI,São Paulo,2023,95.9
GESTÃO COMERCIAL,UNIVERSIDADE DA AMAZÔNIA,Pará,2022,95.9
GESTÃO COMERCIAL,UNIVERSIDADE DA AMAZÔNIA,Pará,2020,95.9
DESIGN,FACULDADE SENAI-CETIQT,Rio de Janeiro,2022,95.9
DESIGN,FACULDADE SENAI-CETIQT,Rio de Janeiro,2023,95.9
DIREITO,FACULDADE JK - GUARÁ,Distrito Federal,2022,95.9
DIREITO,FACULDADE JK - GUARÁ,Distrito Federal,2021,95.9
FISIOTERAPIA,CENTRO UNIVERSITÁRIO SOCIAL DA BAHIA,Bahia,2022,95.9
FISIOTERAPIA,CENTRO UNIVERSITÁRIO SOCIAL DA BAHIA,Bahia,2023,95.9
PUBLICIDADE E PROPAGANDA,CENTRO UNIVERSITÁRIO DO NORTE,Amazonas,2022,95.8
CIÊNCIAS CONTÁBEIS,FACULDADE DE SUZANO,São Paulo,2022,95.8
DESIGN DE INTERIORES,UNIVERSIDADE PAULISTA,São Paulo,2019,95.8
DESIGN DE INTERIORES,UNIVERSIDADE PAULISTA,Distrito Federal,2019,95.8
DESIGN DE INTERIORES,UNIVERSIDADE PAULISTA,Amazonas,2019,95.8
DESIGN DE INTERIORES,UNIVERSIDADE PAULISTA,Goiás,2019,95.8
ENFERMAGEM,CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO,São Paulo,2023,95.8
FISIOTERAPIA,CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS,São Paulo,2023,95.8
FISIOTERAPIA,FACULDADE DE CAMPINA GRANDE,Paraíba,2023,95.8
RELAÇÕES PÚBLICAS,FIAM-FAAM - CENTRO UNIVERSITÁRIO,São Paulo,2022,95.8
CIÊNCIAS CONTÁBEIS,FACULDADE DE SUZANO,São Paulo,2023,95.8
ADMINISTRAÇÃO,FACULDADE DE CAFELÂNDIA,Paraná,2023,95.8
ADMINISTRAÇÃO,FACULDADE DE CAFELÂNDIA,Paraná,2022,95.8
ARQUITETURA E URBANISMO,Faculdade Anhanguera De Ponta Grossa,Paraná,2023,95.8
ENGENHARIA ELÉTRICA,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DE TERESINA,Piauí,2021,95.8
GESTÃO AMBIENTAL,UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL,Rio Grande do Sul,2023,95.8
DIREITO,FACULDADE ANHANGUERA DE RONDONÓPOLIS,Mato Grosso,2020,95.8
DIREITO,FACULDADE ANHANGUERA DE RONDONÓPOLIS,Mato Grosso,2023,95.8
DIREITO,FACULDADE ANHANGUERA DE RONDONÓPOLIS,Mato Grosso,2021,95.8
DIREITO,FACULDADE ANHANGUERA DE RONDONÓPOLIS,Mato Grosso,2022,95.8
EDUCAÇÃO FÍSICA,FACULDADE ANHANGUERA DE TAGUATINGA,Distrito Federal,2023,95.8
EDUCAÇÃO FÍSICA,FACULDADE ANHANGUERA DE TAGUATINGA,Distrito Federal,2022,95.8
PUBLICIDADE E PROPAGANDA,CENTRO UNIVERSITÁRIO DO NORTE,Amazonas,2023,95.8
PEDAGOGIA,FACULDADE DOM LUIS DE ORLEANS E BRAGANÇA,Bahia,2022,95.8
PEDAGOGIA,FACULDADE DOM LUIS DE ORLEANS E BRAGANÇA,Bahia,2023,95.8
CIÊNCIAS CONTÁBEIS,UNIVERSIDADE FEDERAL DA BAHIA,Bahia,2023,95.8
ARQUITETURA E URBANISMO,FACULDADE ANHANGUERA DE GUARULHOS,São Paulo,2020,95.8
MARKETING,FACULDADE ANHANGUERA DE GUARULHOS,São Paulo,2020,95.8
CIÊNCIAS CONTÁBEIS,UNIVERSIDADE FEDERAL DA BAHIA,Bahia,2022,95.8
JORNALISMO,Centro Universitário Zarns - Salvador,Bahia,2023,95.7
ENGENHARIA ELÉTRICA,FACULDADE ANHANGUERA DE IMPERATRIZ,Maranhão,2023,95.7
ENGENHARIA CIVIL,Centro Universitário Estácio de São Paulo,São Paulo,2023,95.7
ENGENHARIA MECÂNICA,CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO,São Paulo,2022,95.7
ENGENHARIA MECÂNICA,CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO,São Paulo,2023,95.7
SERVIÇO SOCIAL,CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO,São Paulo,2020,95.7
ENGENHARIA DE PRODUÇÃO,FACULDADE ANHANGUERA DE SERTÃOZINHO,São Paulo,2021,95.7
FARMÁCIA,FACULDADE DE TAQUARITINGA,São Paulo,2022,95.7
FARMÁCIA,FACULDADE DE TAQUARITINGA,São Paulo,2021,95.7
FARMÁCIA,FACULDADE DE TAQUARITINGA,São Paulo,2023,95.7
FISIOTERAPIA,FACULDADE DE TAQUARITINGA,São Paulo,2022,95.7
FISIOTERAPIA,FACULDADE DE TAQUARITINGA,São Paulo,2023,95.7
LOGÍSTICA,FACULDADE UNINASSAU PETROLINA,Pernambuco,2021,95.7
ENGENHARIA CIVIL,FACULDADE ANHANGUERA DE RIO BRANCO,Acre,2022,95.7
DIREITO,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DERBY,Pernambuco,2020,95.7
ENGENHARIA MECÂNICA,FACULDADE ANHANGUERA DE MARABÁ,Pará,2023,95.7
DIREITO,FACULDADE DAS ATIVIDADES EMPRESARIAIS DE TERESINA,Piauí,2023,95.7
PEDAGOGIA,FACULDADE ANHANGUERA DE JOINVILLE,Santa Catarina,2022,95.7
DIREITO,FACULDADE DAS ATIVIDADES EMPRESARIAIS DE TERESINA,Piauí,2021,95.7
EDUCAÇÃO FÍSICA,CENTRO UNIVERSITÁRIO UNINOVAFAPI,Piauí,2023,95.7
DIREITO,FACULDADE DAS ATIVIDADES EMPRESARIAIS DE TERESINA,Piauí,2022,95.7
ENGENHARIA DE PRODUÇÃO,FACULDADE DE CIÊNCIAS CONTÁBEIS DE NOVA ANDRADINA - FACINAN,Mato Grosso do Sul,2023,95.7
ENGENHARIA DE PRODUÇÃO,Faculdade Pitágoras de Tucuruí,Pará,2019,95.7
PEDAGOGIA,CENTRO UNIVERSITÁRIO BRASÍLIA DO ESTADO DE GOIÁS,Goiás,2023,95.7
DIREITO,CENTRO UNIVERSITÁRIO EURO-AMERICANO,Distrito Federal,2021,95.7
ENGENHARIA DE PRODUÇÃO,FACULDADE DE CIÊNCIAS CONTÁBEIS DE NOVA ANDRADINA - FACINAN,Mato Grosso do Sul,2022,95.7
DIREITO,CENTRO UNIVERSITÁRIO EURO-AMERICANO,Distrito Federal,2023,95.7
DIREITO,CENTRO UNIVERSITÁRIO EURO-AMERICANO,Distrito Federal,2022,95.7
PEDAGOGIA,FACULDADE IBRA DE BRASÍLIA,Distrito Federal,2022,95.7
PEDAGOGIA,FACULDADE IBRA DE BRASÍLIA,Distrito Federal,2023,95.7
PUBLICIDADE E PROPAGANDA,FACULDADE JK - UNIDADE II - GAMA,Distrito Federal,2023,95.7
DIREITO,CENTRO UNIVERSITÁRIO EURO-AMERICANO,Distrito Federal,2020,95.7
JORNALISMO,Centro Universitário Zarns - Salvador,Bahia,2021,95.7
ADMINISTRAÇÃO,FACULDADE PROGRESSO,São Paulo,2022,95.7
ADMINISTRAÇÃO,FACULDADE PROGRESSO,São Paulo,2023,95.7
CIÊNCIAS CONTÁBEIS,FACULDADE DE HORTOLÂNDIA,São Paulo,2022,95.7
CIÊNCIAS CONTÁBEIS,FACULDADE DE HORTOLÂNDIA,São Paulo,2023,95.7
JORNALISMO,Centro Universitário Zarns - Salvador,Bahia,2022,95.7
HISTÓRIA,UNIVERSIDADE METODISTA DE PIRACICABA,São Paulo,2020,95.7
HISTÓRIA,UNIVERSIDADE METODISTA DE PIRACICABA,São Paulo,2019,95.7
ODONTOLOGIA,Faculdade Unirb - Mossoró,Rio Grande do Norte,2022,95.7
PEDAGOGIA,UNIVERSIDADE POTIGUAR,Rio Grande do Norte,2023,95.6
ADMINISTRAÇÃO,UNIVERSIDADE CEUMA,Maranhão,2023,95.6
DIREITO,CENTRO UNIVERSITÁRIO RITTER DOS REIS,Rio Grande do Sul,2020,95.6
DIREITO,CENTRO UNIVERSITÁRIO RITTER DOS REIS,Rio Grande do Sul,2022,95.6
DIREITO,CENTRO UNIVERSITÁRIO RITTER DOS REIS,Rio Grande do Sul,2023,95.6
DIREITO,CENTRO UNIVERSITÁRIO RITTER DOS REIS,Rio Grande do Sul,2021,95.6
SEGURANÇA PÚBLICA,Faculdade Sensu,Goiás,2022,95.6
ADMINISTRAÇÃO,Faculdade Anhanguera De Vitória Da Conquista,Bahia,2023,95.6
EDUCAÇÃO FÍSICA,FACULDADE DE TAQUARITINGA,São Paulo,2021,95.5
EDUCAÇÃO FÍSICA,FACULDADE ANHANGÜERA DE RIBEIRÃO PRETO,São Paulo,2023,95.5
DESIGN GRÁFICO,Centro Universitário Estácio de São Paulo,São Paulo,2022,95.5
SERVIÇO SOCIAL,FACULDADE ANHANGUERA DE IMPERATRIZ,Maranhão,2022,95.5
DESIGN GRÁFICO,Centro Universitário Estácio de São Paulo,São Paulo,2021,95.5
ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,UNIVERSIDADE ANHEMBI MORUMBI,São Paulo,2023,95.5
ENFERMAGEM,CENTRO UNIVERSITÁRIO DO NORTE,Amazonas,2023,95.5
DIREITO,UNIVERSIDADE CEUMA,Maranhão,2021,95.5
DIREITO,UNIVERSIDADE CEUMA,Maranhão,2022,95.5
DIREITO,CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS,São Paulo,2020,95.5
ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,UNIVERSIDADE ANHEMBI MORUMBI,São Paulo,2022,95.5
DIREITO,UNIVERSIDADE CEUMA,Maranhão,2023,95.5
EDUCAÇÃO FÍSICA,CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO,São Paulo,2019,95.5
DIREITO,UNIVERSIDADE CEUMA,Maranhão,2020,95.5
DESIGN GRÁFICO,Centro Universitário Estácio de São Paulo,São Paulo,2023,95.5
ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,FACULDADE ANHANGÜERA DE SOROCABA,São Paulo,2023,95.5
ENGENHARIA DA COMPUTAÇÃO,FACULDADE ANHANGÜERA DE SOROCABA,São Paulo,2023,95.5
ENFERMAGEM,Faculdade Ibituruna,Minas Gerais,2023,95.5
ENFERMAGEM,Faculdade Ibituruna,Minas Gerais,2021,95.5
ENFERMAGEM,Faculdade Ibituruna,Minas Gerais,2022,95.5
ENGENHARIA QUÍMICA,FACULDADE ANHANGÜERA DE SOROCABA,São Paulo,2023,95.5
ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,FACULDADE ANHANGÜERA DE SOROCABA,São Paulo,2022,95.5
ENGENHARIA DE COMPUTAÇÃO,Universidade Pitágoras Unopar Anhanguera,Paraná,2023,95.5
ENGENHARIA DE COMPUTAÇÃO,Universidade Pitágoras Unopar Anhanguera,Paraná,2022,95.5
FISIOTERAPIA,CENTRO UNIVERSITÁRIO DO NORTE,Amazonas,2022,95.5
ENGENHARIA CIVIL,Faculdade Multivix São Mateus,Espírito Santo,2023,95.5
